time	V(c,n)
2.57743e-02	1.91327e+02
2.58123e-02	2.09890e+02
2.58130e-02	2.09755e+02
2.58460e-02	1.92118e+02
2.59020e-02	1.61576e+02
2.59313e-02	1.45470e+02
2.59320e-02	1.45556e+02
2.60241e-02	1.87407e+02
2.60250e-02	1.87304e+02
2.60393e-02	1.79271e+02
2.60400e-02	1.79347e+02
2.60809e-02	1.97295e+02
2.61363e-02	2.21028e+02
2.61370e-02	2.20849e+02
2.61863e-02	1.91353e+02
2.62413e-02	1.57989e+02
2.62420e-02	1.58035e+02
2.63421e-02	1.97798e+02
2.63430e-02	1.97643e+02
2.63553e-02	1.90043e+02
2.63560e-02	1.90080e+02
2.64160e-02	2.12975e+02
2.64613e-02	2.29751e+02
2.64620e-02	2.29533e+02
2.65257e-02	1.87825e+02
2.65523e-02	1.70293e+02
2.65530e-02	1.70303e+02
2.66447e-02	2.02033e+02
2.66603e-02	2.07330e+02
2.66610e-02	2.07095e+02
2.66723e-02	1.99535e+02
2.66730e-02	1.99536e+02
2.67341e-02	2.19785e+02
2.67853e-02	2.36174e+02
2.67860e-02	2.35921e+02
2.68643e-02	1.80823e+02
2.68650e-02	1.80799e+02
2.69771e-02	2.14375e+02
2.69780e-02	2.14134e+02
2.69903e-02	2.05347e+02
2.69910e-02	2.05316e+02
2.70624e-02	2.25798e+02
2.71083e-02	2.38490e+02
2.71090e-02	2.38208e+02
2.71753e-02	1.88923e+02
2.71760e-02	1.88872e+02
2.72941e-02	2.19782e+02
2.72950e-02	2.19507e+02
2.73093e-02	2.08756e+02
2.73100e-02	2.08700e+02
2.73889e-02	2.28482e+02
2.74313e-02	2.38745e+02
2.74320e-02	2.38440e+02
2.74883e-02	1.94815e+02
2.74890e-02	1.94743e+02
2.76093e-02	2.22615e+02
2.76100e-02	2.22303e+02
2.76283e-02	2.08011e+02
2.76290e-02	2.07935e+02
2.77306e-02	2.30605e+02
2.77543e-02	2.35711e+02
2.77550e-02	2.35389e+02
2.78005e-02	1.99097e+02
2.78010e-02	1.99019e+02
2.79243e-02	2.25010e+02
2.79250e-02	2.24683e+02
2.79483e-02	2.06006e+02
2.79490e-02	2.05916e+02
2.80611e-02	2.28881e+02
2.80763e-02	2.31885e+02
2.80770e-02	2.31552e+02
2.81133e-02	2.02108e+02
2.81140e-02	2.02012e+02
2.82393e-02	2.26709e+02
2.82400e-02	2.26373e+02
2.82693e-02	2.02489e+02
2.82700e-02	2.02389e+02
2.83973e-02	2.26999e+02
2.83980e-02	2.26661e+02
2.84273e-02	2.02672e+02
2.84280e-02	2.02571e+02
2.85523e-02	2.26203e+02
2.85530e-02	2.25863e+02
2.85903e-02	1.95222e+02
2.85910e-02	1.95119e+02
2.87183e-02	2.19376e+02
2.87190e-02	2.19038e+02
2.87413e-02	2.00795e+02
2.87420e-02	2.00694e+02
2.88663e-02	2.24450e+02
2.88670e-02	2.24111e+02
2.89123e-02	1.86975e+02
2.89130e-02	1.86873e+02
2.90261e-02	2.08980e+02
2.90383e-02	2.11351e+02
2.90390e-02	2.11018e+02
2.90563e-02	1.96998e+02
2.90570e-02	1.96901e+02
2.91783e-02	2.21032e+02
2.91790e-02	2.20698e+02
2.92343e-02	1.75846e+02
2.92350e-02	1.75752e+02
2.93176e-02	1.92797e+02
2.93573e-02	2.01155e+02
2.93580e-02	2.00832e+02
2.93723e-02	1.89459e+02
2.93730e-02	1.89374e+02
2.94903e-02	2.14556e+02
2.94910e-02	2.14234e+02
2.95583e-02	1.60828e+02
2.95590e-02	1.60748e+02
2.96169e-02	1.73846e+02
2.96763e-02	1.87671e+02
2.96770e-02	1.87364e+02
2.96883e-02	1.78658e+02
2.96890e-02	1.78590e+02
2.98023e-02	2.05778e+02
2.98030e-02	2.05474e+02
2.98813e-02	1.45472e+02
2.98820e-02	1.45411e+02
2.99476e-02	1.62264e+02
2.99933e-02	1.74357e+02
2.99940e-02	1.74073e+02
3.00063e-02	1.64990e+02
3.00070e-02	1.64944e+02
3.01133e-02	1.94000e+02
3.01140e-02	1.93720e+02
3.01980e-02	1.32277e+02
3.02053e-02	1.27032e+02
3.02060e-02	1.26999e+02
3.02469e-02	1.39047e+02
3.03113e-02	1.58588e+02
3.03120e-02	1.58333e+02
3.03233e-02	1.50458e+02
3.03240e-02	1.50441e+02
3.04243e-02	1.82058e+02
3.04250e-02	1.81808e+02
3.04994e-02	1.30463e+02
3.05293e-02	1.10152e+02
3.05300e-02	1.10151e+02
3.05854e-02	1.29125e+02
3.06273e-02	1.43815e+02
3.06280e-02	1.43591e+02
3.06423e-02	1.34283e+02
3.06430e-02	1.34298e+02
3.07353e-02	1.67756e+02
3.07360e-02	1.67539e+02
3.08220e-02	1.12394e+02
3.08543e-02	9.21040e+01
3.08550e-02	9.21394e+01
3.09042e-02	1.11578e+02
3.09433e-02	1.27267e+02
3.09440e-02	1.27080e+02
3.09613e-02	1.16715e+02
3.09620e-02	1.16768e+02
3.10453e-02	1.51366e+02
3.10460e-02	1.51186e+02
3.10880e-02	1.26388e+02
3.11469e-02	9.20638e+01
3.11793e-02	7.35519e+01
3.11800e-02	7.36281e+01
3.12357e-02	9.88791e+01
3.12583e-02	1.09277e+02
3.12590e-02	1.09130e+02
3.12813e-02	9.70480e+01
3.12820e-02	9.71415e+01
3.13563e-02	1.32363e+02
3.13570e-02	1.32225e+02
3.14100e-02	1.04115e+02
3.14640e-02	7.59471e+01
3.15043e-02	5.54606e+01
3.15050e-02	5.55815e+01
3.15254e-02	6.60405e+01
3.15723e-02	9.04426e+01
3.15730e-02	9.03390e+01
3.16023e-02	7.62925e+01
3.16030e-02	7.64306e+01
3.16666e-02	1.10608e+02
3.16670e-02	1.10608e+02
3.17310e-02	8.08476e+01
3.17804e-02	5.83824e+01
3.18293e-02	3.68550e+01
3.18300e-02	3.70247e+01
3.18863e-02	7.00229e+01
3.18870e-02	6.99663e+01
3.19233e-02	5.50314e+01
3.19240e-02	5.52179e+01
3.19763e-02	8.69356e+01
3.19770e-02	8.68909e+01
3.20520e-02	5.73059e+01
3.20983e-02	3.96299e+01
3.21541e-02	1.90905e+01
3.21550e-02	1.92745e+01
3.21993e-02	4.84460e+01
3.22000e-02	4.84394e+01
3.22453e-02	3.30804e+01
3.22460e-02	3.33188e+01
3.22873e-02	6.13866e+01
3.22880e-02	6.13931e+01
3.23591e-02	3.85944e+01
3.24034e-02	2.49005e+01
3.24531e-02	1.01898e+01
3.24783e-02	3.01933e+00
3.24790e-02	3.29532e+00
3.25113e-02	2.69946e+01
3.25120e-02	2.70397e+01
3.25683e-02	1.21918e+01
3.25690e-02	1.24840e+01
3.25973e-02	3.38559e+01
3.25980e-02	3.39151e+01
3.26637e-02	1.78528e+01
3.27118e-02	6.61572e+00
3.27469e-02	-1.10558e+00
3.28033e-02	-1.29061e+01
3.28040e-02	-1.25738e+01
3.28243e-02	3.90375e+00
3.28250e-02	4.00281e+00
3.28816e-02	-6.56289e+00
3.28913e-02	-8.27733e+00
3.28920e-02	-7.92905e+00
3.29083e-02	5.65013e+00
3.29090e-02	5.76384e+00
3.29499e-02	-1.08986e+00
3.30100e-02	-1.06076e+01
3.30527e-02	-1.67543e+01
3.30973e-02	-2.26906e+01
3.31273e-02	-2.63947e+01
3.31280e-02	-2.60055e+01
3.31353e-02	-1.95232e+01
3.31360e-02	-1.93699e+01
3.31917e-02	-2.54316e+01
3.32143e-02	-2.76647e+01
3.32150e-02	-2.72597e+01
3.32193e-02	-2.33605e+01
3.32200e-02	-2.31920e+01
3.32811e-02	-2.84754e+01
3.33340e-02	-3.23972e+01
3.33859e-02	-3.54620e+01
3.34473e-02	-3.83771e+01
3.34480e-02	-3.88762e+01
3.34513e-02	-4.23007e+01
3.34520e-02	-4.25617e+01
3.35077e-02	-4.42082e+01
3.35303e-02	-4.47198e+01
3.35310e-02	-4.52040e+01
3.35383e-02	-5.26611e+01
3.35390e-02	-5.29065e+01
3.35799e-02	-5.32228e+01
3.36450e-02	-5.29418e+01
3.37009e-02	-5.17635e+01
3.37583e-02	-4.99329e+01
3.37590e-02	-5.03776e+01
3.37753e-02	-6.61359e+01
3.37760e-02	-6.63404e+01
3.38326e-02	-6.34420e+01
3.38423e-02	-6.29067e+01
3.38430e-02	-6.33364e+01
3.38633e-02	-8.25163e+01
3.38640e-02	-8.27044e+01
3.39189e-02	-7.85155e+01
3.39610e-02	-7.47877e+01
3.40154e-02	-6.92199e+01
3.40683e-02	-6.33135e+01
3.40690e-02	-6.37032e+01
3.40983e-02	-8.97188e+01
3.40990e-02	-8.98663e+01
3.41543e-02	-8.25768e+01
3.41550e-02	-8.29514e+01
3.41873e-02	-1.10886e+02
3.41880e-02	-1.11016e+02
3.42302e-02	-1.04339e+02
3.42770e-02	-9.64010e+01
3.43316e-02	-8.63536e+01
3.43793e-02	-7.71757e+01
3.43800e-02	-7.75098e+01
3.44203e-02	-1.10076e+02
3.44210e-02	-1.10166e+02
3.44675e-02	-1.00322e+02
3.44680e-02	-1.00605e+02
3.45123e-02	-1.35380e+02
3.45130e-02	-1.35453e+02
3.45539e-02	-1.25618e+02
3.45920e-02	-1.16087e+02
3.46460e-02	-1.01883e+02
3.46893e-02	-9.01782e+01
3.46900e-02	-9.04587e+01
3.47423e-02	-1.28697e+02
3.47430e-02	-1.28733e+02
3.47803e-02	-1.17984e+02
3.47810e-02	-1.18251e+02
3.48371e-02	-1.58005e+02
3.48380e-02	-1.58128e+02
3.48859e-02	-1.42809e+02
3.49360e-02	-1.26070e+02
3.50006e-02	-1.03843e+02
3.50010e-02	-1.03920e+02
3.50643e-02	-1.45477e+02
3.50650e-02	-1.45460e+02
3.50943e-02	-1.34854e+02
3.50950e-02	-1.35069e+02
3.51429e-02	-1.65540e+02
3.51623e-02	-1.77722e+02
3.51630e-02	-1.77686e+02
3.52287e-02	-1.51495e+02
3.52580e-02	-1.39474e+02
3.53103e-02	-1.17700e+02
3.53110e-02	-1.17879e+02
3.53841e-02	-1.60732e+02
3.53850e-02	-1.60747e+02
3.54083e-02	-1.50681e+02
3.54090e-02	-1.50848e+02
3.54647e-02	-1.82399e+02
3.54873e-02	-1.94941e+02
3.54880e-02	-1.94855e+02
3.55330e-02	-1.73836e+02
3.56029e-02	-1.40242e+02
3.56203e-02	-1.31797e+02
3.56210e-02	-1.31929e+02
3.57041e-02	-1.75049e+02
3.57050e-02	-1.75004e+02
3.57233e-02	-1.65882e+02
3.57240e-02	-1.66003e+02
3.57743e-02	-1.91196e+02
3.58123e-02	-2.09814e+02
3.58130e-02	-2.09680e+02
3.58460e-02	-1.92089e+02
3.59224e-02	-1.50414e+02
3.59313e-02	-1.45553e+02
3.59320e-02	-1.45640e+02
3.60109e-02	-1.81613e+02
3.60243e-02	-1.87650e+02
3.60250e-02	-1.87491e+02
3.60393e-02	-1.79472e+02
3.60400e-02	-1.79549e+02
3.60809e-02	-1.97535e+02
3.61363e-02	-2.21314e+02
3.61370e-02	-2.21136e+02
3.61863e-02	-1.91674e+02
3.62413e-02	-1.58341e+02
3.62420e-02	-1.58387e+02
3.63238e-02	-1.90993e+02
3.63423e-02	-1.98232e+02
3.63430e-02	-1.98034e+02
3.63553e-02	-1.90436e+02
3.63560e-02	-1.90473e+02
3.64160e-02	-2.13377e+02
3.64613e-02	-2.30156e+02
3.64620e-02	-2.29938e+02
3.65257e-02	-1.88226e+02
3.65523e-02	-1.70690e+02
3.65530e-02	-1.70699e+02
3.66447e-02	-2.02406e+02
3.66603e-02	-2.07698e+02
3.66610e-02	-2.07463e+02
3.66723e-02	-1.99899e+02
3.66730e-02	-1.99900e+02
3.67341e-02	-2.20124e+02
3.67853e-02	-2.36489e+02
3.67860e-02	-2.36236e+02
3.68643e-02	-1.81096e+02
3.68650e-02	-1.81072e+02
3.69771e-02	-2.14582e+02
3.69780e-02	-2.14340e+02
3.69903e-02	-2.05546e+02
3.69910e-02	-2.05515e+02
3.70624e-02	-2.25953e+02
3.71083e-02	-2.38616e+02
3.71090e-02	-2.38334e+02
3.71753e-02	-1.89008e+02
3.71760e-02	-1.88958e+02
3.72941e-02	-2.19800e+02
3.72950e-02	-2.19525e+02
3.73093e-02	-2.08766e+02
3.73100e-02	-2.08709e+02
3.73889e-02	-2.28452e+02
3.74313e-02	-2.38695e+02
3.74320e-02	-2.38389e+02
3.74883e-02	-1.94741e+02
3.74890e-02	-1.94669e+02
3.76093e-02	-2.22501e+02
3.76100e-02	-2.22189e+02
3.76283e-02	-2.07891e+02
3.76290e-02	-2.07815e+02
3.77306e-02	-2.30464e+02
3.77543e-02	-2.35566e+02
3.77550e-02	-2.35244e+02
3.78005e-02	-1.98952e+02
3.78010e-02	-1.98882e+02
3.79243e-02	-2.24866e+02
3.79250e-02	-2.24539e+02
3.79483e-02	-2.05862e+02
3.79490e-02	-2.05772e+02
3.80611e-02	-2.28743e+02
3.80763e-02	-2.31748e+02
3.80770e-02	-2.31416e+02
3.81133e-02	-2.01976e+02
3.81140e-02	-2.01879e+02
3.82393e-02	-2.26594e+02
3.82400e-02	-2.26258e+02
3.82693e-02	-2.02379e+02
3.82700e-02	-2.02280e+02
3.83973e-02	-2.26915e+02
3.83980e-02	-2.26577e+02
3.84273e-02	-2.02595e+02
3.84280e-02	-2.02493e+02
3.85523e-02	-2.26153e+02
3.85530e-02	-2.25812e+02
3.85903e-02	-1.95179e+02
3.85910e-02	-1.95077e+02
3.87183e-02	-2.19361e+02
3.87190e-02	-2.19022e+02
3.87413e-02	-2.00784e+02
3.87420e-02	-2.00683e+02
3.88663e-02	-2.24462e+02
3.88670e-02	-2.24123e+02
3.89123e-02	-1.86994e+02
3.89130e-02	-1.86893e+02
3.90261e-02	-2.09015e+02
3.90383e-02	-2.11387e+02
3.90390e-02	-2.11054e+02
3.90563e-02	-1.97036e+02
3.90570e-02	-1.96940e+02
3.91783e-02	-2.21081e+02
3.91790e-02	-2.20747e+02
3.92343e-02	-1.75898e+02
3.92350e-02	-1.75804e+02
3.93176e-02	-1.92852e+02
3.93573e-02	-2.01211e+02
3.93580e-02	-2.00887e+02
3.93723e-02	-1.89515e+02
3.93730e-02	-1.89429e+02
3.94903e-02	-2.14610e+02
3.94910e-02	-2.14288e+02
3.95583e-02	-1.60880e+02
3.95590e-02	-1.60799e+02
3.96169e-02	-1.73895e+02
3.96763e-02	-1.87716e+02
3.96770e-02	-1.87410e+02
3.96883e-02	-1.78703e+02
3.96890e-02	-1.78635e+02
3.98023e-02	-2.05815e+02
3.98030e-02	-2.05511e+02
3.98813e-02	-1.45502e+02
3.98820e-02	-1.45442e+02
3.99476e-02	-1.62290e+02
3.99933e-02	-1.74378e+02
3.99940e-02	-1.74094e+02
4.00063e-02	-1.65010e+02
4.00070e-02	-1.64964e+02
4.01133e-02	-1.94011e+02
4.01140e-02	-1.93732e+02
4.01980e-02	-1.32281e+02
4.02053e-02	-1.27036e+02
4.02060e-02	-1.27002e+02
4.02469e-02	-1.39048e+02
4.03113e-02	-1.58585e+02
4.03120e-02	-1.58329e+02
4.03233e-02	-1.50454e+02
4.03240e-02	-1.50437e+02
4.04243e-02	-1.82047e+02
4.04250e-02	-1.81797e+02
4.04994e-02	-1.30449e+02
4.05293e-02	-1.10136e+02
4.05300e-02	-1.10135e+02
4.05854e-02	-1.29108e+02
4.06273e-02	-1.43796e+02
4.06280e-02	-1.43573e+02
4.06423e-02	-1.34264e+02
4.06430e-02	-1.34279e+02
4.07353e-02	-1.67735e+02
4.07360e-02	-1.67519e+02
4.08220e-02	-1.12373e+02
4.08543e-02	-9.20825e+01
4.08550e-02	-9.21179e+01
4.09043e-02	-1.11567e+02
4.09433e-02	-1.27246e+02
4.09440e-02	-1.27059e+02
4.09613e-02	-1.16695e+02
4.09620e-02	-1.16747e+02
4.10453e-02	-1.51346e+02
4.10460e-02	-1.51167e+02
4.10880e-02	-1.26370e+02
4.11469e-02	-9.20463e+01
4.11793e-02	-7.35353e+01
4.11800e-02	-7.36115e+01
4.12209e-02	-9.20946e+01
4.12583e-02	-1.09263e+02
4.12590e-02	-1.09116e+02
4.12813e-02	-9.70343e+01
4.12820e-02	-9.71278e+01
4.13563e-02	-1.32351e+02
4.13570e-02	-1.32214e+02
4.14100e-02	-1.04105e+02
4.14640e-02	-7.59392e+01
4.15043e-02	-5.54540e+01
4.15050e-02	-5.55750e+01
4.15624e-02	-8.52876e+01
4.15723e-02	-9.04382e+01
4.15730e-02	-9.03347e+01
4.16023e-02	-7.62891e+01
4.16030e-02	-7.64272e+01
4.16666e-02	-1.10607e+02
4.16670e-02	-1.10607e+02
4.17310e-02	-8.08479e+01
4.17804e-02	-5.83840e+01
4.18293e-02	-3.68578e+01
4.18300e-02	-3.70275e+01
4.18863e-02	-7.00269e+01
4.18870e-02	-6.99704e+01
4.19233e-02	-5.50361e+01
4.19240e-02	-5.52227e+01
4.19763e-02	-8.69413e+01
4.19770e-02	-8.68966e+01
4.20520e-02	-5.73126e+01
4.20983e-02	-3.96371e+01
4.21541e-02	-1.90983e+01
4.21550e-02	-1.92823e+01
4.21993e-02	-4.84541e+01
4.22000e-02	-4.84474e+01
4.22453e-02	-3.30887e+01
4.22460e-02	-3.33270e+01
4.22873e-02	-6.13949e+01
4.22880e-02	-6.14014e+01
4.23591e-02	-3.86026e+01
4.24034e-02	-2.49086e+01
4.24531e-02	-1.01977e+01
4.24783e-02	-3.02711e+00
4.24790e-02	-3.30310e+00
4.25113e-02	-2.70021e+01
4.25120e-02	-2.70472e+01
4.25683e-02	-1.21989e+01
4.25690e-02	-1.24911e+01
4.25973e-02	-3.38627e+01
4.25980e-02	-3.39220e+01
4.26637e-02	-1.78590e+01
4.27118e-02	-6.62139e+00
4.27469e-02	1.10031e+00
4.28033e-02	1.29016e+01
4.28040e-02	1.25692e+01
4.28243e-02	-3.90806e+00
4.28250e-02	-4.00711e+00
4.28816e-02	6.55931e+00
4.28913e-02	8.27386e+00
4.28920e-02	7.92559e+00
4.29083e-02	-5.65338e+00
4.29090e-02	-5.76709e+00
4.29499e-02	1.08714e+00
4.30100e-02	1.06056e+01
4.30527e-02	1.67529e+01
4.30973e-02	2.26897e+01
4.31273e-02	2.63942e+01
4.31280e-02	2.60050e+01
4.31353e-02	1.95227e+01
4.31360e-02	1.93694e+01
4.31917e-02	2.54317e+01
4.32143e-02	2.76651e+01
4.32150e-02	2.72601e+01
4.32193e-02	2.33609e+01
4.32200e-02	2.31924e+01
4.32811e-02	2.84764e+01
4.33340e-02	3.23987e+01
4.33860e-02	3.54708e+01
4.34473e-02	3.83794e+01
4.34480e-02	3.88785e+01
4.34513e-02	4.23030e+01
4.34520e-02	4.25639e+01
4.35077e-02	4.42107e+01
4.35303e-02	4.47225e+01
4.35310e-02	4.52067e+01
4.35383e-02	5.26638e+01
4.35390e-02	5.29092e+01
4.35799e-02	5.32257e+01
4.36450e-02	5.29449e+01
4.37009e-02	5.17666e+01
4.37583e-02	4.99362e+01
4.37590e-02	5.03808e+01
4.37753e-02	6.61391e+01
4.37760e-02	6.63435e+01
4.38326e-02	6.34452e+01
4.38423e-02	6.29098e+01
4.38430e-02	6.33395e+01
4.38633e-02	8.25195e+01
4.38640e-02	8.27076e+01
4.39189e-02	7.85185e+01
4.39610e-02	7.47907e+01
4.40154e-02	6.92227e+01
4.40683e-02	6.33161e+01
4.40690e-02	6.37058e+01
4.40983e-02	8.97213e+01
4.40990e-02	8.98688e+01
4.41543e-02	8.25791e+01
4.41550e-02	8.29536e+01
4.41873e-02	1.10888e+02
4.41880e-02	1.11018e+02
4.42302e-02	1.04340e+02
4.42770e-02	9.64027e+01
4.43316e-02	8.63550e+01
4.43793e-02	7.71769e+01
4.43800e-02	7.75110e+01
4.44203e-02	1.10077e+02
4.44210e-02	1.10167e+02
4.44675e-02	1.00323e+02
4.44680e-02	1.00605e+02
4.45123e-02	1.35380e+02
4.45130e-02	1.35453e+02
4.45687e-02	1.21970e+02
4.46203e-02	1.08725e+02
4.46893e-02	9.01778e+01
4.46900e-02	9.04583e+01
4.47423e-02	1.28696e+02
4.47430e-02	1.28732e+02
4.47803e-02	1.17984e+02
4.47810e-02	1.18250e+02
4.48371e-02	1.58004e+02
4.48380e-02	1.58127e+02
4.48859e-02	1.42808e+02
4.49360e-02	1.26069e+02
4.49996e-02	1.04194e+02
4.50000e-02	1.04305e+02
4.50643e-02	1.46512e+02
4.50650e-02	1.46495e+02
4.50943e-02	1.35877e+02
4.50950e-02	1.36092e+02
4.51429e-02	1.66536e+02
4.51623e-02	1.78704e+02
4.51630e-02	1.78667e+02
4.52287e-02	1.52418e+02
4.52580e-02	1.40367e+02
4.53103e-02	1.18531e+02
4.53110e-02	1.18709e+02
4.53841e-02	1.61465e+02
4.53850e-02	1.61479e+02
4.54083e-02	1.51379e+02
4.54090e-02	1.51545e+02
4.54647e-02	1.83013e+02
4.54873e-02	1.95521e+02
4.54880e-02	1.95433e+02
4.55330e-02	1.74344e+02
4.55800e-02	1.51753e+02
4.56203e-02	1.32166e+02
4.56210e-02	1.32297e+02
4.57041e-02	1.75286e+02
4.57050e-02	1.75239e+02
4.57233e-02	1.66089e+02
4.57240e-02	1.66209e+02
4.57743e-02	1.91327e+02
4.58123e-02	2.09889e+02
4.58130e-02	2.09754e+02
4.58460e-02	1.92117e+02
4.59020e-02	1.61576e+02
4.59313e-02	1.45470e+02
4.59320e-02	1.45556e+02
4.60241e-02	1.87407e+02
4.60250e-02	1.87304e+02
4.60393e-02	1.79271e+02
4.60400e-02	1.79347e+02
4.60809e-02	1.97296e+02
4.61363e-02	2.21028e+02
4.61370e-02	2.20849e+02
4.61863e-02	1.91353e+02
4.62413e-02	1.57990e+02
4.62420e-02	1.58035e+02
4.63421e-02	1.97798e+02
4.63430e-02	1.97644e+02
4.63553e-02	1.90043e+02
4.63560e-02	1.90080e+02
4.64160e-02	2.12975e+02
4.64613e-02	2.29752e+02
4.64620e-02	2.29534e+02
4.65257e-02	1.87826e+02
4.65523e-02	1.70294e+02
4.65530e-02	1.70303e+02
4.66447e-02	2.02033e+02
4.66603e-02	2.07330e+02
4.66610e-02	2.07095e+02
4.66723e-02	1.99535e+02
4.66730e-02	1.99536e+02
4.67341e-02	2.19786e+02
4.67853e-02	2.36174e+02
4.67860e-02	2.35922e+02
4.68643e-02	1.80823e+02
4.68650e-02	1.80800e+02
4.69771e-02	2.14376e+02
4.69780e-02	2.14134e+02
4.69903e-02	2.05347e+02
4.69910e-02	2.05317e+02
4.70624e-02	2.25799e+02
4.71083e-02	2.38490e+02
4.71090e-02	2.38208e+02
4.71753e-02	1.88923e+02
4.71760e-02	1.88873e+02
4.72941e-02	2.19782e+02
4.72950e-02	2.19508e+02
4.73093e-02	2.08756e+02
4.73100e-02	2.08700e+02
4.73890e-02	2.28524e+02
4.74313e-02	2.38745e+02
4.74320e-02	2.38440e+02
4.74883e-02	1.94815e+02
4.74890e-02	1.94743e+02
4.76093e-02	2.22615e+02
4.76100e-02	2.22303e+02
4.76283e-02	2.08011e+02
4.76290e-02	2.07935e+02
4.77306e-02	2.30605e+02
4.77543e-02	2.35711e+02
4.77550e-02	2.35389e+02
4.78005e-02	1.99097e+02
4.78010e-02	1.99019e+02
4.79243e-02	2.25010e+02
4.79250e-02	2.24683e+02
4.79483e-02	2.06006e+02
4.79490e-02	2.05915e+02
4.80611e-02	2.28880e+02
4.80763e-02	2.31885e+02
4.80770e-02	2.31552e+02
4.81133e-02	2.02108e+02
4.81140e-02	2.02012e+02
4.82393e-02	2.26709e+02
4.82400e-02	2.26372e+02
4.82693e-02	2.02489e+02
4.82700e-02	2.02389e+02
4.83973e-02	2.26999e+02
4.83980e-02	2.26661e+02
4.84273e-02	2.02672e+02
4.84280e-02	2.02570e+02
4.85523e-02	2.26203e+02
4.85530e-02	2.25862e+02
4.85903e-02	1.95222e+02
4.85910e-02	1.95119e+02
4.87183e-02	2.19376e+02
4.87190e-02	2.19038e+02
4.87413e-02	2.00795e+02
4.87420e-02	2.00694e+02
4.88663e-02	2.24450e+02
4.88670e-02	2.24111e+02
4.89123e-02	1.86975e+02
4.89130e-02	1.86873e+02
4.90261e-02	2.08980e+02
4.90383e-02	2.11351e+02
4.90390e-02	2.11018e+02
4.90563e-02	1.96998e+02
4.90570e-02	1.96901e+02
4.91783e-02	2.21032e+02
4.91790e-02	2.20698e+02
4.92343e-02	1.75846e+02
4.92350e-02	1.75752e+02
4.93176e-02	1.92797e+02
4.93573e-02	2.01155e+02
4.93580e-02	2.00832e+02
4.93723e-02	1.89459e+02
4.93730e-02	1.89374e+02
4.94903e-02	2.14556e+02
4.94910e-02	2.14234e+02
4.95583e-02	1.60828e+02
4.95590e-02	1.60748e+02
4.96169e-02	1.73846e+02
4.96763e-02	1.87671e+02
4.96770e-02	1.87364e+02
4.96883e-02	1.78659e+02
4.96890e-02	1.78590e+02
4.98023e-02	2.05778e+02
4.98030e-02	2.05474e+02
4.98813e-02	1.45472e+02
4.98820e-02	1.45411e+02
4.99476e-02	1.62264e+02
4.99933e-02	1.74357e+02
4.99940e-02	1.74073e+02
5.00000e-02	1.69623e+02
